number,time,1num,2num,3num,4num,5num,6num,7num,8num,9num,10num,11num,12num,13num,14num,15num,16num,17num,18num,19num,20num
891350,13:20,61,25,31,78,44,55,27,26,70,71,38,19,37,43,8,42,46,63,39,24
891349,13:15,65,1,50,75,12,47,54,13,42,26,33,25,35,38,36,3,7,78,48,71
891348,13:10,16,41,72,59,49,30,37,36,15,25,68,52,2,21,32,35,40,65,62,60
891347,13:05,60,39,55,54,38,70,21,64,40,51,57,7,76,47,16,75,11,53,43,77
891346,13:00,77,23,68,19,67,16,9,30,38,42,51,2,47,12,75,46,79,8,78,15
891345,12:55,15,55,40,51,4,1,78,49,70,71,68,18,10,36,9,59,66,13,26,6
891344,12:50,38,4,5,56,54,33,46,6,20,34,60,61,79,62,8,74,67,39,19,69
891343,12:45,35,28,24,33,2,76,56,72,4,77,79,14,41,53,18,55,6,23,8,36
891342,12:40,58,28,59,24,74,79,20,49,12,66,75,29,68,64,43,65,50,33,52,36
891341,12:35,75,34,76,50,64,28,19,49,43,29,55,41,70,71,61,62,59,48,14,36
891340,12:30,37,2,14,17,70,64,40,36,71,28,49,43,24,13,68,7,52,27,3,74
891339,12:25,75,57,31,30,61,20,38,53,63,73,41,65,25,47,35,32,78,72,36,18
891338,12:20,47,57,49,42,8,6,71,78,32,34,9,17,43,64,27,13,50,75,76,33
891337,12:15,40,38,23,73,35,30,57,64,62,3,33,37,10,19,52,22,77,11,21,63
891336,12:10,50,51,7,9,32,20,34,76,52,25,67,61,43,12,68,74,22,44,1,69
891335,12:05,75,31,48,10,15,72,23,76,80,33,17,25,64,22,78,52,13,66,79,58
891334,12:00,50,13,76,5,29,73,32,24,18,65,55,59,12,48,22,40,19,1,23,45
891333,11:55,7,57,21,3,13,60,64,22,63,73,40,58,48,8,18,29,16,59,44,54
891332,11:50,27,25,43,26,55,8,22,64,29,12,6,35,1,39,21,48,79,16,17,18
891331,11:45,61,72,32,25,38,74,46,69,50,30,14,37,57,63,62,27,31,3,22,76
891330,11:40,44,54,57,35,49,32,60,20,22,1,16,58,42,24,39,61,9,55,27,78
891329,11:35,44,68,74,45,40,79,29,41,53,2,25,8,76,48,18,60,20,36,59,24
891328,11:30,44,66,43,18,13,63,5,35,51,31,37,67,17,30,78,3,14,7,19,25
891327,11:25,71,47,41,67,50,24,26,7,56,51,39,21,61,60,9,30,38,33,57,46
891326,11:20,60,24,78,55,37,11,33,15,80,13,40,16,56,72,6,73,66,53,28,48
891325,11:15,59,72,35,43,39,22,18,9,29,19,73,56,47,78,38,26,27,40,76,67
891324,11:10,43,56,71,60,8,10,18,39,5,22,78,52,34,46,49,12,65,54,57,44
891323,11:05,75,11,9,25,28,31,7,50,69,67,12,53,79,68,14,46,70,71,21,74
891322,11:00,64,37,59,1,56,16,5,28,4,49,70,50,11,60,10,38,65,21,57,79
891321,10:55,39,79,60,2,6,28,8,9,1,51,18,47,73,14,3,80,61,38,34,64
891320,10:50,4,9,73,75,46,43,62,23,61,12,55,77,79,34,29,66,10,15,33,19
891319,10:45,79,67,11,7,64,48,5,24,37,33,3,68,63,34,54,80,51,44,13,66
891318,10:40,73,10,80,55,20,27,2,14,39,76,9,23,34,17,40,21,38,75,30,7
891317,10:35,51,19,30,60,65,20,39,79,44,29,27,69,5,15,80,75,26,47,6,40
891316,10:30,13,65,76,42,64,62,15,20,30,55,49,37,68,1,29,74,52,19,24,28
891315,10:25,80,29,71,10,4,41,17,79,58,54,3,56,42,63,34,64,51,48,67,74
891314,10:20,50,38,23,63,43,26,31,57,36,15,53,11,1,79,70,2,52,49,7,24
891313,10:15,80,18,54,1,61,66,14,11,35,60,25,72,17,41,34,63,46,47,45,71
891312,10:10,23,14,58,33,53,49,2,62,66,21,16,11,30,76,56,71,15,26,67,8
891311,10:05,71,53,36,75,51,45,64,78,6,2,46,52,3,5,7,42,80,62,43,59
891310,10:00,41,18,44,20,30,31,68,8,15,61,75,29,3,47,49,16,74,32,4,13
891309,09:55,39,13,46,25,40,67,59,27,17,56,5,65,48,44,20,55,28,12,68,26
891308,09:50,64,34,72,56,55,30,13,4,60,76,31,68,43,46,21,65,53,18,54,7
891307,09:45,19,23,53,79,3,61,11,27,42,12,69,20,62,1,65,67,49,8,24,22
891306,09:40,52,71,13,38,66,22,46,15,57,53,26,56,51,17,62,41,29,10,63,72
891305,09:35,12,78,63,18,31,62,20,79,29,41,1,28,57,58,42,24,36,73,8,30
891304,09:30,58,32,3,70,28,51,72,42,25,1,40,18,50,5,10,76,17,49,60,43
891303,09:25,57,56,5,47,31,46,11,38,48,30,41,10,35,67,53,75,74,34,78,27
891302,09:20,59,78,72,41,61,5,56,79,63,28,36,30,70,13,27,77,47,60,54,20
891301,09:15,8,2,30,10,80,65,64,18,27,13,48,16,35,63,70,61,6,54,12,25
891300,09:10,80,60,53,48,77,17,34,56,13,52,11,21,27,76,12,20,45,74,15,10
891299,09:05,54,72,58,68,11,47,61,24,76,4,2,17,62,46,25,18,5,3,79,63
891298,09:00,57,75,17,26,11,7,24,9,73,18,4,69,29,15,16,67,44,32,21,70
891297,08:55,38,61,71,1,41,13,76,51,30,2,10,62,73,63,49,79,46,27,31,39
891296,08:50,64,73,31,51,34,36,19,28,24,48,72,55,16,50,20,3,61,1,35,29
891295,08:45,73,62,44,45,12,75,35,69,26,50,22,70,10,29,16,28,37,6,79,74
891294,08:40,66,48,61,11,60,59,39,68,20,15,7,6,13,69,32,10,50,40,35,67
891293,08:35,3,49,33,79,44,41,57,70,19,4,48,17,61,40,24,55,47,56,46,45
891292,08:30,11,78,69,64,55,14,25,49,33,77,38,46,59,57,39,54,47,80,44,29
891291,08:25,67,58,4,32,44,8,48,27,75,37,35,53,7,43,66,59,56,29,15,64
891290,08:20,52,4,68,37,56,11,12,61,24,54,5,43,65,60,70,9,33,25,29,28
891289,08:15,53,63,12,26,35,16,2,21,59,45,41,77,70,1,13,49,25,54,14,8
891288,08:10,28,22,74,51,16,23,65,45,26,60,69,41,67,14,1,64,38,9,36,12
891287,08:05,44,24,68,40,34,42,74,55,18,77,10,36,47,26,19,73,41,28,57,61
891286,08:00,18,61,68,50,14,60,8,57,4,11,58,67,49,7,40,77,33,63,39,42
891285,23:55,22,55,50,42,67,46,21,72,76,48,7,80,25,75,13,60,24,68,11,69
891284,23:50,60,77,47,46,4,34,17,27,23,58,42,21,15,68,70,37,53,78,22,11
891283,23:45,60,43,48,11,54,16,28,42,65,21,37,46,20,62,36,47,52,10,49,59
891282,23:40,6,76,74,2,16,78,41,36,9,23,51,3,42,46,72,33,56,80,31,47
891281,23:35,59,3,54,49,31,17,2,44,9,48,75,8,27,62,55,69,65,28,38,64
891280,23:30,41,22,27,52,16,38,9,35,57,77,36,4,31,19,11,20,39,80,70,63
891279,23:25,10,2,40,36,12,74,9,54,48,77,29,15,44,3,76,19,39,66,72,20
891278,23:20,57,13,20,76,45,4,33,48,25,19,44,12,56,29,49,6,18,65,75,67
891277,23:15,7,67,58,5,76,57,77,70,30,39,63,2,26,37,23,61,60,20,42,45
891276,23:10,58,19,29,57,65,39,25,27,49,13,16,79,74,55,41,28,60,80,64,8
891275,23:05,60,47,40,77,41,57,18,28,56,9,69,29,75,22,13,27,32,33,25,67
891274,23:00,3,53,52,44,29,80,54,23,61,42,21,72,20,79,62,31,11,30,73,55
891273,22:55,41,59,48,74,69,54,6,8,1,51,3,4,64,58,52,13,65,45,22,9
891272,22:50,60,45,12,20,35,18,78,13,3,63,23,33,2,46,21,28,39,71,66,29
891271,22:45,76,17,72,57,59,29,26,2,16,13,66,51,40,80,44,45,53,30,39,52
891270,22:40,1,34,10,75,37,44,2,72,67,45,54,70,20,30,25,12,66,71,13,77
891269,22:35,8,11,16,29,65,72,2,80,37,53,39,42,45,9,79,44,74,7,54,26
891268,22:30,37,40,22,12,6,51,76,27,74,31,72,65,71,68,58,48,18,43,20,80
891267,22:25,49,46,44,39,42,66,12,43,4,54,74,36,65,34,13,35,47,51,32,9
891266,22:20,68,1,24,72,9,79,20,73,37,60,49,51,54,56,43,38,52,11,36,77
891265,22:15,77,59,70,73,1,42,4,75,13,46,49,5,44,62,57,68,72,71,40,54
891264,22:10,57,70,64,66,30,54,27,71,16,44,42,2,62,15,77,24,20,33,48,74
891263,22:05,64,73,55,31,53,77,42,54,63,30,34,78,79,22,27,5,56,35,40,20
891262,22:00,5,8,78,17,48,23,63,9,57,1,69,79,59,19,40,27,18,43,11,61
891261,21:55,68,22,46,40,69,79,21,14,35,19,36,55,47,49,42,61,80,37,24,23
891260,21:50,53,80,65,54,47,68,78,6,48,25,52,57,36,22,15,17,38,67,21,56
891259,21:45,46,51,18,12,48,45,11,79,37,80,29,2,41,54,43,36,62,65,16,42
891258,21:40,26,36,9,18,73,41,47,65,45,62,1,11,43,19,63,6,71,44,17,74
891257,21:35,23,58,44,62,1,55,36,38,7,30,59,79,26,15,12,53,47,77,28,54
891256,21:30,56,42,24,8,77,22,20,57,12,72,74,19,62,55,9,73,18,40,21,46
891255,21:25,3,39,69,8,48,74,14,63,66,9,27,46,64,62,37,38,2,56,4,35
891254,21:20,26,35,65,63,50,19,73,6,47,38,58,43,30,56,69,16,10,40,59,71
891253,21:15,78,76,21,29,7,50,18,11,14,58,43,30,15,31,75,6,49,13,80,66
891252,21:10,75,3,4,77,59,71,70,49,20,50,24,48,18,64,7,30,17,74,31,42
891251,21:05,23,54,36,3,49,24,57,58,31,38,60,15,9,74,80,5,72,51,27,16
891250,21:00,68,54,71,61,9,15,45,19,21,18,34,2,20,62,69,58,44,67,78,76
891249,20:55,18,68,34,8,45,72,61,71,12,1,14,49,80,32,76,21,69,5,25,37
891248,20:50,7,71,80,23,12,73,48,25,29,10,62,64,51,18,42,38,5,55,37,28
891247,20:45,65,75,66,8,70,29,48,18,16,32,23,58,68,34,64,24,80,10,60,59
891246,20:40,44,59,20,52,10,55,26,16,46,65,43,27,28,6,69,4,33,31,13,72
891245,20:35,11,51,27,55,80,20,8,76,4,44,69,47,28,58,2,18,32,26,70,33
891244,20:30,22,24,59,14,6,55,9,52,2,12,77,54,50,74,73,11,60,53,68,80
891243,20:25,7,18,34,53,31,78,70,62,47,77,41,39,20,38,15,46,67,37,66,5
891242,20:20,46,22,77,72,28,18,42,51,24,70,65,58,75,33,37,68,8,69,66,76
891241,20:15,66,45,51,78,27,70,69,31,15,13,55,80,19,79,43,7,44,57,22,24
891240,20:10,12,70,5,21,60,46,64,56,39,19,10,6,57,23,1,30,53,50,31,37
891239,20:05,9,70,43,6,63,50,29,2,41,33,13,4,42,32,46,31,25,67,68,52
891238,20:00,31,76,10,71,42,18,35,46,39,68,33,69,63,75,1,58,50,73,67,48
891237,19:55,9,70,51,66,5,29,22,3,1,30,63,77,43,58,68,35,61,2,8,76
891236,19:50,55,24,26,20,15,41,21,79,48,52,3,16,8,40,13,17,29,63,5,42
891235,19:45,60,39,6,69,40,12,5,23,25,65,79,3,70,36,55,71,2,38,18,10
891234,19:40,65,29,50,63,12,69,33,11,38,13,77,59,56,7,2,1,37,52,74,58
891233,19:35,7,25,61,40,48,69,62,26,18,51,74,5,36,3,2,13,71,44,56,64
891232,19:30,42,28,27,37,47,24,17,7,9,33,32,69,63,8,31,73,80,43,38,23
891231,19:25,6,43,67,52,53,62,42,56,10,45,38,26,40,28,71,17,50,46,7,30
891230,19:20,40,65,42,6,68,63,33,71,29,64,27,48,59,69,17,55,32,56,67,76
891229,19:15,25,33,24,10,41,32,11,19,49,17,8,27,35,6,1,15,61,66,77,50
891228,19:10,15,3,49,17,36,73,77,22,53,26,7,1,25,32,51,41,40,72,57,37
891227,19:05,41,6,67,57,18,37,80,72,23,2,21,77,54,28,4,63,30,66,10,1
891226,19:00,17,72,68,58,75,47,50,7,76,45,26,38,20,49,41,27,16,67,40,9
891225,18:55,41,47,52,60,54,46,10,11,71,68,8,9,21,4,49,31,69,19,48,66
891224,18:50,10,55,32,2,76,70,65,7,35,16,43,49,80,18,33,20,46,67,78,9
891223,18:45,2,54,46,27,42,5,47,30,1,43,13,74,67,69,36,19,21,38,35,52
891222,18:40,72,51,7,4,80,30,52,23,61,28,45,20,24,77,36,26,76,14,35,56
891221,18:35,48,8,43,49,13,55,3,62,50,67,45,70,74,72,2,17,15,34,39,37
891220,18:30,57,45,46,53,75,3,28,44,65,4,2,30,40,29,33,55,72,68,78,36
891219,18:25,56,22,48,7,42,26,16,33,38,62,13,2,24,73,76,53,36,61,23,80
891218,18:20,52,39,12,69,35,21,5,9,70,30,3,73,18,24,56,46,8,32,62,10
891217,18:15,60,75,58,76,2,34,13,24,48,14,56,49,26,65,46,50,51,41,6,73
891216,18:10,72,41,29,60,19,44,64,69,57,65,45,80,12,34,33,27,4,48,24,53
891215,18:05,14,71,47,62,65,12,37,30,8,48,43,4,68,75,18,26,45,36,44,3
891214,18:00,13,35,59,27,30,16,15,67,71,60,54,76,1,31,44,49,40,63,4,70
891213,17:55,1,20,47,53,49,31,16,59,43,66,29,58,68,42,15,51,74,75,36,72
891212,17:50,75,61,70,65,54,48,29,52,31,80,10,46,9,5,59,19,8,39,47,56
891211,17:45,48,64,75,71,70,58,59,33,72,7,37,69,76,31,23,29,60,25,4,10
891210,17:40,21,77,47,64,5,50,16,9,79,24,42,78,59,10,72,38,8,27,37,18
891209,17:35,34,37,27,50,49,31,63,79,74,55,59,10,11,1,36,13,66,68,60,67
891208,17:30,41,43,75,69,47,32,65,49,68,74,58,79,31,20,77,11,25,71,54,24
891207,17:25,5,54,52,21,36,51,62,17,6,56,46,37,76,64,9,47,31,30,57,32
891206,17:20,23,11,40,8,5,14,74,17,61,72,7,70,66,43,3,67,10,47,45,48
891205,17:15,6,49,29,35,23,7,80,51,41,47,26,79,15,78,9,76,21,45,60,68
891204,17:10,22,45,67,16,7,9,64,13,3,1,57,27,55,19,28,30,65,18,8,43
891203,17:05,39,78,16,68,37,33,59,10,50,4,66,36,12,71,41,40,11,5,34,51
891202,17:00,18,21,70,54,4,67,68,52,14,5,64,60,61,26,39,33,13,15,45,23
891201,16:55,2,37,31,3,34,4,54,40,35,11,46,20,36,73,29,69,57,16,60,38
891200,16:50,16,76,40,68,62,7,55,63,52,53,46,28,5,32,65,19,69,58,3,38
891199,16:45,19,57,45,26,31,3,54,36,53,12,52,38,74,59,80,73,69,78,20,44
891198,16:40,62,77,57,69,52,37,12,2,39,38,40,54,32,3,15,33,51,56,58,36
891197,16:35,66,49,19,6,72,2,30,20,34,74,18,5,11,13,55,29,21,77,33,73
891196,16:30,70,53,74,32,67,78,11,42,34,20,17,48,61,38,56,35,52,77,57,79
891195,16:25,23,76,39,9,8,13,61,77,40,11,44,73,69,50,41,51,34,54,6,24
891194,16:20,14,11,62,50,36,26,34,55,31,4,73,3,12,24,52,22,1,72,30,70
891193,16:15,22,37,51,35,26,70,13,2,49,15,43,25,80,32,7,76,57,20,45,1
891192,16:10,17,41,50,64,49,23,67,45,77,78,25,74,71,63,66,34,75,35,33,9
891191,16:05,21,64,18,80,65,28,9,63,79,29,5,51,58,61,76,7,15,23,19,46
891190,16:00,29,55,78,40,33,24,75,57,61,27,10,56,54,6,28,80,51,2,15,58
891189,15:55,47,35,8,71,77,63,73,39,48,5,67,12,3,40,36,33,41,55,16,28
891188,15:50,7,72,21,17,4,45,6,54,59,47,27,33,44,53,10,16,24,19,40,18
891187,15:45,39,61,79,74,8,31,17,76,66,69,2,36,49,23,16,71,58,59,25,28
891186,15:40,78,17,52,59,63,42,58,7,80,54,36,66,33,4,51,57,50,26,35,72
891185,15:35,35,33,62,46,15,66,72,1,20,52,69,74,16,77,7,67,47,3,71,38
891184,15:30,1,47,67,17,69,58,14,2,21,32,8,24,18,37,59,50,10,65,73,20
891183,15:25,72,29,34,22,15,44,27,30,80,35,42,73,74,12,6,10,32,64,56,75
891182,15:20,65,46,27,54,69,28,45,38,8,74,68,60,30,6,49,50,61,3,59,72
891181,15:15,73,28,53,51,56,71,59,38,48,41,47,2,74,21,78,55,33,65,9,67
891180,15:10,78,76,79,36,37,6,31,17,59,16,5,63,41,20,22,12,27,15,52,24
891179,15:05,49,17,11,25,35,69,68,13,76,62,44,63,56,72,41,54,64,77,80,65
891178,15:00,53,48,19,44,5,7,66,31,30,59,71,15,46,24,36,79,49,35,51,33
891177,14:55,23,33,50,74,47,29,72,24,41,36,56,62,1,2,25,53,5,52,64,78
891176,14:50,28,76,1,25,68,6,4,35,38,64,55,37,58,30,36,44,14,24,42,18
891175,14:45,77,7,35,74,61,34,13,16,29,3,70,63,47,8,69,67,14,46,55,48
891174,14:40,67,48,69,57,61,53,24,75,64,38,63,33,10,73,70,15,42,54,5,80
891173,14:35,29,27,33,12,28,23,61,65,71,80,4,1,74,53,21,77,11,60,50,52
891172,14:30,16,42,52,26,67,27,44,20,37,15,59,75,18,72,40,19,30,32,74,62
891171,14:25,59,73,47,56,14,36,78,74,31,4,7,62,24,25,76,33,16,67,41,53
891170,14:20,76,66,70,42,63,18,21,28,78,52,24,50,33,49,41,8,60,12,17,25
891169,14:15,10,40,11,62,64,15,71,67,33,22,6,45,1,50,20,42,63,23,2,76
891168,14:10,52,62,71,74,27,70,50,51,7,20,55,5,60,78,42,68,39,18,33,32
891167,14:05,27,21,74,18,42,36,50,9,11,60,3,61,37,8,31,15,10,66,6,13
891166,14:00,66,63,48,17,3,43,40,11,2,12,30,14,36,15,52,41,38,79,13,62
891165,13:55,76,17,26,42,21,55,14,35,66,23,11,39,71,79,59,38,73,4,67,48
891164,13:50,50,32,30,2,7,46,60,53,63,47,76,10,12,4,24,37,38,28,6,25
891163,13:45,49,10,5,9,68,50,42,79,48,69,4,12,39,33,20,8,13,76,53,44
891162,13:40,50,19,38,31,45,29,64,43,57,66,22,68,27,71,49,75,10,78,39,36
891161,13:35,38,77,17,21,14,74,66,10,22,68,63,55,48,13,53,8,6,79,72,28
891160,13:30,25,71,42,6,14,48,44,49,13,39,61,58,74,11,30,66,46,68,8,79
891159,13:25,5,8,76,56,72,63,31,36,24,32,75,55,33,50,26,44,41,49,62,57
891158,13:20,48,72,24,53,16,34,45,1,51,9,66,23,74,43,69,13,80,19,62,27
891157,13:15,52,6,20,40,48,54,13,25,74,73,9,42,16,2,29,38,47,44,22,23
891156,13:10,59,67,19,17,23,22,60,33,8,16,25,15,50,1,64,71,47,4,24,35
891155,13:05,50,78,28,26,21,2,22,3,42,31,59,33,48,45,9,6,55,24,17,72
891154,13:00,72,48,22,73,79,19,78,27,4,39,68,41,58,60,31,7,10,5,14,34
891153,12:55,66,49,48,67,47,17,10,26,65,45,71,4,25,27,59,23,69,78,8,19
891152,12:50,79,62,44,31,32,75,80,25,51,65,28,33,59,35,43,74,41,42,10,61
891151,12:45,61,37,36,34,46,35,21,60,55,12,76,16,64,75,39,40,80,73,79,42
891150,12:40,67,71,73,65,77,23,70,55,25,2,11,34,68,74,41,40,47,64,69,49
891149,12:35,64,50,36,46,42,8,72,70,80,73,19,2,7,56,59,65,71,57,15,29
891148,12:30,65,34,55,67,14,57,74,45,27,13,22,73,29,56,41,19,8,37,35,61
891147,12:25,34,27,60,14,47,51,32,6,11,62,46,76,17,80,71,70,1,8,49,29
891146,12:20,24,11,56,52,18,10,50,17,7,32,9,73,39,64,57,53,2,29,59,41
891145,12:15,28,41,36,64,53,8,14,65,57,68,70,40,38,44,39,50,21,52,12,30
891144,12:10,34,28,29,23,45,37,50,68,26,10,61,56,70,44,33,80,36,4,74,6
891143,12:05,40,73,23,25,64,62,13,63,17,11,70,71,36,24,53,46,1,66,38,18
891142,12:00,61,38,13,6,30,55,42,74,79,23,16,34,48,75,26,29,14,66,57,71
891141,11:55,79,74,26,23,57,65,53,38,36,43,61,77,60,3,63,4,64,13,37,21
891140,11:50,36,17,62,39,70,20,64,44,38,55,24,46,9,40,10,32,48,45,41,49
891139,11:45,46,57,24,27,75,25,49,62,18,71,26,70,69,65,13,19,60,64,68,32
891138,11:40,71,69,45,74,70,32,8,21,63,80,11,64,51,22,9,24,62,34,31,35
891137,11:35,17,66,42,60,68,75,31,22,80,40,59,71,52,53,38,10,33,8,24,77
891136,11:30,24,73,39,12,8,72,28,36,50,11,59,5,55,57,38,37,78,30,10,2
891135,11:25,54,33,51,16,39,78,21,13,60,8,67,59,1,61,46,31,25,58,48,34
891134,11:20,21,49,75,66,78,16,10,72,76,23,3,24,17,55,74,28,4,48,69,43
891133,11:15,66,25,45,3,12,70,22,41,65,68,30,23,60,14,17,31,37,69,46,1
891132,11:10,45,65,20,59,35,64,70,2,19,28,55,23,52,51,50,25,79,75,12,44
891131,11:05,16,46,21,60,2,29,9,50,78,45,13,59,55,77,36,73,32,20,40,54
891130,11:00,38,57,26,46,41,19,43,40,28,31,29,25,8,15,61,49,14,48,64,69
891129,10:55,73,63,50,18,14,61,1,75,78,12,52,22,58,60,56,49,45,38,69,48
891128,10:50,63,17,21,65,6,74,35,13,79,69,11,54,38,66,24,26,22,57,40,5
891127,10:45,17,60,65,66,62,2,47,41,34,59,27,78,4,23,18,61,7,36,6,35
891126,10:40,29,1,9,79,43,41,47,53,21,24,44,38,16,45,39,67,11,71,49,46
891125,10:35,12,63,19,5,57,78,46,22,18,50,34,33,53,59,52,47,21,20,44,26
891124,10:30,48,50,62,40,20,34,23,65,38,46,22,75,27,43,21,31,7,18,63,29
891123,10:25,39,24,17,12,32,21,13,60,31,62,53,20,64,23,27,22,36,30,42,59
891122,10:20,28,47,62,14,46,64,70,21,59,17,16,27,19,66,11,42,54,75,10,65
891121,10:15,71,75,22,23,43,4,52,47,56,53,59,14,66,5,70,6,13,18,3,39
891120,10:10,2,27,52,19,48,12,45,9,50,59,51,29,49,14,13,5,34,25,3,65
891119,10:05,46,30,45,63,47,60,34,57,80,44,62,66,15,24,11,76,13,28,70,32
891118,10:00,54,25,32,19,44,34,36,48,70,30,77,78,29,58,5,22,8,59,67,57
891117,09:55,8,60,78,57,79,20,19,72,34,11,13,39,5,47,25,67,65,27,52,51
891116,09:50,40,56,76,63,77,60,8,32,35,30,38,31,50,7,15,58,55,52,33,54
891115,09:45,79,36,43,75,6,72,69,56,35,25,17,48,37,39,5,63,57,42,29,38
891114,09:40,18,39,15,72,17,48,14,38,55,65,49,7,33,63,4,40,16,36,62,47
891113,09:35,69,6,34,51,40,68,16,19,61,53,59,44,75,22,48,24,13,65,58,23
891112,09:30,12,52,50,59,58,79,57,34,38,77,3,21,30,16,74,80,55,11,33,47
891111,09:25,51,64,61,43,65,15,80,16,2,41,5,37,38,22,46,78,27,79,60,50
891110,09:20,33,9,70,72,28,80,44,40,41,79,5,21,77,51,4,52,64,62,42,61
891109,09:15,3,2,1,69,45,55,14,34,80,63,16,59,30,28,4,40,76,19,11,75
891108,09:10,60,19,39,49,35,33,2,9,21,37,41,22,40,54,29,32,71,77,75,25
891107,09:05,32,25,27,63,33,38,18,67,24,56,80,72,46,76,26,52,73,50,13,48
891106,09:00,76,34,23,75,73,63,16,52,78,33,64,5,27,37,65,57,1,66,44,70
891105,08:55,7,32,43,56,75,63,45,9,42,39,51,21,34,60,8,37,19,47,40,35
891104,08:50,70,21,42,28,29,49,79,73,25,77,4,2,24,5,45,67,19,17,3,61
891103,08:45,80,8,15,11,60,62,49,61,56,34,19,1,68,14,40,50,75,27,78,54
891102,08:40,73,7,8,25,67,17,22,61,19,9,10,30,12,34,33,4,36,13,45,44
891101,08:35,18,23,77,19,73,50,80,33,30,38,76,32,78,51,42,48,79,75,22,67
891100,08:30,24,8,51,47,79,34,15,32,60,2,31,20,35,9,10,23,29,66,72,4
891099,08:25,21,16,43,50,75,40,80,35,7,4,18,6,62,39,11,79,70,17,57,66
891098,08:20,45,79,42,64,3,75,25,5,37,27,80,73,21,34,65,23,48,7,57,63
891097,08:15,61,63,15,4,32,9,80,21,36,22,76,26,11,8,47,48,12,58,7,20
891096,08:10,65,69,9,54,39,8,12,50,21,29,25,27,10,68,23,51,49,67,15,52
891095,08:05,24,21,52,65,62,45,9,18,13,27,5,19,54,44,49,11,71,61,79,32
891094,08:00,70,59,64,51,49,36,24,41,61,12,75,17,56,34,73,8,3,42,15,16
891093,23:55,74,17,6,55,18,51,10,57,66,8,56,59,32,26,77,33,49,50,14,45
891092,23:50,13,72,23,28,69,59,45,26,51,56,4,74,35,7,42,1,67,38,3,54
891091,23:45,29,68,36,34,80,62,15,30,75,45,49,72,44,6,10,12,37,66,50,79
891090,23:40,9,1,76,75,29,43,42,39,79,44,17,2,25,60,70,52,33,37,46,68
891089,23:35,35,7,39,58,57,11,56,52,60,75,59,68,1,4,46,29,67,49,40,8
891088,23:30,64,49,27,34,30,70,72,42,59,39,78,53,73,41,40,22,76,37,47,50
891087,23:25,77,63,61,50,32,16,44,59,15,27,1,12,47,18,10,19,62,65,52,48
891086,23:20,18,5,6,17,64,7,44,45,58,69,40,14,52,63,76,56,49,42,36,2
891085,23:15,39,34,2,55,69,70,4,13,68,44,12,40,20,61,73,66,76,49,42,58
891084,23:10,44,46,38,4,50,52,74,73,53,79,34,75,6,18,45,66,55,15,20,80
891083,23:05,43,40,57,20,32,66,42,6,9,25,77,49,14,27,15,63,16,62,26,39
891082,23:00,66,1,64,69,57,15,29,9,8,6,30,11,3,10,45,27,48,14,74,13
891081,22:55,42,34,45,13,36,79,40,15,1,28,22,10,12,43,51,18,69,63,80,56
891080,22:50,16,66,77,59,69,24,36,37,46,54,79,4,49,47,56,6,9,33,62,58
891079,22:45,1,2,8,11,76,73,24,71,58,78,45,16,52,28,14,18,17,75,49,10
891078,22:40,40,66,75,62,67,34,17,47,30,45,35,48,6,78,54,70,14,77,55,61
891077,22:35,14,39,38,19,24,69,33,25,8,4,29,22,52,17,70,59,58,48,41,54
891076,22:30,20,57,78,37,31,29,68,7,52,16,22,11,56,80,46,69,66,42,33,62
891075,22:25,69,43,67,14,75,52,15,2,40,80,12,34,47,45,29,32,27,77,9,30
891074,22:20,49,46,73,14,15,1,59,60,52,29,74,21,30,3,56,26,77,48,27,62
891073,22:15,15,35,73,37,64,58,9,10,44,36,69,72,27,23,2,71,19,55,42,5
891072,22:10,60,2,28,50,35,13,41,52,31,57,45,66,73,23,51,58,75,37,22,27
891071,22:05,9,21,34,31,29,28,46,59,42,37,60,11,47,75,20,39,33,26,77,15
891070,22:00,45,38,79,14,8,37,69,57,42,80,40,11,16,2,6,49,78,77,31,29
891069,21:55,13,31,71,33,43,19,3,68,32,24,41,29,64,74,5,78,52,69,39,62
891068,21:50,52,53,22,60,45,42,13,7,58,30,69,16,49,31,23,10,35,17,5,72
891067,21:45,14,60,7,73,46,16,41,20,45,67,38,36,8,77,34,26,52,53,37,61
891066,21:40,55,19,15,48,75,14,35,46,20,34,56,76,62,27,69,44,18,71,32,40
891065,21:35,60,18,64,51,31,77,45,70,79,74,2,19,15,13,61,65,3,50,80,5
891064,21:30,69,33,51,21,75,43,36,3,11,52,19,50,71,1,64,26,73,48,15,49
891063,21:25,52,53,57,31,9,4,13,40,26,32,51,29,41,15,33,39,30,70,44,37
891062,21:20,18,48,62,13,8,60,58,52,20,68,80,65,38,78,32,12,34,79,25,37
891061,21:15,62,28,21,42,11,59,5,55,34,44,27,48,25,26,30,39,58,56,69,35
891060,21:10,74,25,35,9,60,50,36,8,72,78,42,33,63,51,32,48,57,52,53,54
891059,21:05,64,33,36,2,52,55,80,18,38,16,42,51,79,48,26,53,71,1,49,78
891058,21:00,80,65,11,38,55,76,68,27,70,20,51,44,72,18,66,30,3,31,41,12
891057,20:55,16,66,63,8,30,18,39,74,40,55,31,3,37,26,72,12,6,42,29,11
891056,20:50,36,60,80,50,55,32,46,9,64,19,31,65,24,57,18,53,41,61,42,77
891055,20:45,3,26,79,61,60,71,63,27,10,45,66,25,6,19,32,77,24,30,68,37
